date,close,volume,open,high,low
11/9/2018,154.080002,20654400,156,156.029999,152.949997
11/12/2018,151.029999,21886800,154.020004,154.169998,150.839996
11/13/2018,150.550003,18468500,151.600006,153.089996,150.289993
11/14/2018,149.449997,24549100,151.820007,152.460007,148.479996
11/15/2018,151.580002,24482000,148.490005,151.800003,148.130005
11/16/2018,151.940002,29323500,150.610001,152.289993,150.059998
11/19/2018,148.860001,21540900,151.679993,152.029999,148.369995
11/20/2018,145.990005,25907000,147.25,148.429993,145.589996
11/21/2018,148.029999,17902300,146.779999,149.369995,146.529999
11/23/2018,147.889999,11134800,146.820007,149.300003,146.809998
11/26/2018,149.809998,15346400,149.320007,150.399994,148.740005
11/27/2018,148.570007,14461800,149.179993,149.729996,148.289993
11/28/2018,152.240005,26125900,149.199997,152.369995,147.699997
11/29/2018,151.830002,15134500,151.610001,152.740005,150.440002
11/30/2018,152.619995,20304700,151.460007,152.860001,151.080002
12/3/2018,154.080002,23379800,154.389999,154.479996,152.020004
12/4/2018,147.520004,41077900,153.75,154.130005,147.139999
12/6/2018,147.199997,37581200,145.449997,147.199997,143.429993
12/7/2018,144.020004,28525100,147.139999,148.259995,143.270004
12/10/2018,143.600006,30776600,144.270004,144.720001,141.449997
12/11/2018,143.449997,29229300,145.679993,146.190002,142.389999
12/12/2018,144.820007,27894800,144.880005,146.759995,144.759995
12/13/2018,142.770004,23205400,145.240005,145.690002,142.539993
12/14/2018,140.610001,24037200,141.729996,143.229996,140.100006
12/17/2018,137.020004,36468500,139.669998,140.880005,136.160004
12/18/2018,136.850006,42277200,138.259995,139.179993,136.289993
12/19/2018,134,47676600,136.800003,138.679993,133.25
12/20/2018,131.789993,57908100,133.630005,134.410004,130.229996
12/21/2018,128.369995,59404800,132.380005,132.949997,127.980003
12/24/2018,125.879997,28575700,127.730003,128.470001,125.839996
12/26/2018,131.929993,40182700,126.279999,132.100006,125.809998
12/27/2018,132.479996,39527900,130.270004,132.479996,127.870003
12/28/2018,132.860001,35994400,132.479996,135.009995,131.539993
12/31/2018,133.899994,29173400,133.720001,134.050003,131.800003
1/2/2019,134.660004,27295100,132.169998,135.169998,131.539993
1/3/2019,132.25,29294600,133.910004,134.639999,131.649994
1/4/2019,137.190002,35355300,133.919998,137.600006,133.710007
1/7/2019,139.589996,30477900,137.259995,140.369995,136.740005
1/8/2019,141.729996,27320900,140.800003,141.789993,139.389999
1/9/2019,142.899994,25764600,142.220001,143.389999,141.619995
1/10/2019,143.639999,22896800,142.059998,143.720001,141.350006
1/11/2019,143.679993,22428400,143.009995,143.990005,142.679993
1/14/2019,142.25,29185000,142.820007,143.440002,142.089996
1/15/2019,143.449997,25678900,142.649994,143.649994,142.089996
1/16/2019,144.520004,20827300,143.679993,145.25,143.669998
1/17/2019,145.830002,19273400,143.990005,146.330002,143.970001
1/18/2019,147.330002,28306700,146.600006,147.919998,146
1/22/2019,145,27741100,146.460007,146.759995,144.050003
1/23/2019,144.600006,20621300,145.320007,146.179993,143.460007
1/24/2019,145.470001,16976300,144.429993,145.759995,144.330002
1/25/2019,147.339996,21000500,146.619995,147.639999,146.429993
